"ID","Author Name","Author Channel URL","Public","Published","Comment","Likes","Comment URL"
"UgzWENET8B9WkvbDdZJ4AaABAg","M L","https://www.youtube.com/channel/UCQZhUKqA5GDs39ycQoILCZg","true","2020-03-23 12:39:00","Hi","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgzWENET8B9WkvbDdZJ4AaABAg"
"UgyRTvBJK0ubaVQDRih4AaABAg","Alejandro","https://www.youtube.com/channel/UCFb10wepN5OiPul1xKFEgOQ","true","2020-03-23 12:39:00","When ur the first🔥🔥","7","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyRTvBJK0ubaVQDRih4AaABAg"
"UgwupMWLvZO4dOZ2BjF4AaABAg","HYDRA GAMING","https://www.youtube.com/channel/UClnkaKHd0jaBilVbzXmlb4w","true","2020-03-23 12:39:00","1st","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwupMWLvZO4dOZ2BjF4AaABAg"
"UgzgAUYSG3fpw9B2V2l4AaABAg","Wesley Heleno Gaspar Rocha","https://www.youtube.com/channel/UCh_f3qa4PiNGuVRKxvTOZZA","true","2020-03-23 12:39:00","Quero 2","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgzgAUYSG3fpw9B2V2l4AaABAg"
"UgwE1y9hntvS7XK7pfJ4AaABAg","Patrick Fmoto","https://www.youtube.com/channel/UC0cbS08gljOGusXrRPQD8Fg","true","2020-03-23 12:39:00","Wowowoww","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwE1y9hntvS7XK7pfJ4AaABAg"
"UgxtILh54ihBPWBumSh4AaABAg","_Gaming Marci","https://www.youtube.com/channel/UCnXME6HbnJ5mpKtlG5DUHhA","true","2020-03-23 12:39:00","Can i get a like?","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxtILh54ihBPWBumSh4AaABAg"
"UgwnPcW1f8zNV1z26ap4AaABAg","Luciano Maltese","https://www.youtube.com/channel/UCUrFAIx3LopC5H23RhKNQQA","true","2020-03-23 12:39:00","Primero","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwnPcW1f8zNV1z26ap4AaABAg"
"Ugz9sl6FjB7R-px4ZOB4AaABAg","Michael Morales","https://www.youtube.com/channel/UCEG0v_ama7z68I7Zz2XQ1xQ","true","2020-03-23 12:39:00","Nice.","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugz9sl6FjB7R-px4ZOB4AaABAg"
"Ugyd03emX5Afl_6EROJ4AaABAg","Ursu' Polar","https://www.youtube.com/channel/UCLQrF_AjD0qBnAPxbWDxPiA","true","2020-03-23 12:39:00","Amazing","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugyd03emX5Afl_6EROJ4AaABAg"
"UgxgVVf1ho6Z3ojkxp14AaABAg","CANTÜRK GSM - MOBİLE","https://www.youtube.com/channel/UCTjufFFYHq2RKYM6GEfzzMw","true","2020-03-23 12:39:00","Yesss👍👍👍","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxgVVf1ho6Z3ojkxp14AaABAg"
"Ugxqnrxv_w1vX8uBG1N4AaABAg","amine bouaouadi","https://www.youtube.com/channel/UCCRCn3bgumRO1ckql8TaBLg","true","2020-03-23 12:39:00","chanson sans internet","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugxqnrxv_w1vX8uBG1N4AaABAg"
"Ugw85cPhIHIB0qo5vph4AaABAg","OCTA 899","https://www.youtube.com/channel/UCuP7ZbppL5h1jbynC9QIxvg","true","2020-03-23 12:39:00","First","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugw85cPhIHIB0qo5vph4AaABAg"
"Ugx86R9bRgKIgEcvi-54AaABAg","Easy Man","https://www.youtube.com/channel/UCoyl5-cwf9fk8LxGyXPBc7g","true","2020-03-23 12:39:00","Yeah","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugx86R9bRgKIgEcvi-54AaABAg"
"UgwsWpAcWcs6S97_nEx4AaABAg","Raien Lahe","https://www.youtube.com/channel/UC80zIeDTPah6FIobPw0qAyg","true","2020-03-23 12:39:00","Wow","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwsWpAcWcs6S97_nEx4AaABAg"
"Ugzn71UZnZTlCBDR7sB4AaABAg","SHIPPING EXPLORE","https://www.youtube.com/channel/UCgn3Avtrrdbu8xw6PQ5QR3g","true","2020-03-23 12:39:00","Madddd","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugzn71UZnZTlCBDR7sB4AaABAg"
"Ugxy-m2457DpY1sLHot4AaABAg","ALPEX MUSICTM","https://www.youtube.com/channel/UC80yYt2bGEeFTAUFwzHzD1g","true","2020-03-23 12:39:00","Me","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugxy-m2457DpY1sLHot4AaABAg"
"UgxPDR8RfLrlTEm6tad4AaABAg","dames damo","https://www.youtube.com/channel/UCgK7ptXh2o1Sv5HCCEt33Qg","true","2020-03-23 12:39:00","Innovation at its best!","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxPDR8RfLrlTEm6tad4AaABAg"
"Ugx4canXxJwW2jcisvB4AaABAg","Нападающий Биби","https://www.youtube.com/channel/UCoXXHTYuvtJTnb0gbbUF6Cw","true","2020-03-23 12:39:00","Wow!","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugx4canXxJwW2jcisvB4AaABAg"
"Ugwh4fm55EG6OwD-6h14AaABAg","HACKSTAR","https://www.youtube.com/channel/UCjJqbzEzBPCbZ66SPGkWYEA","true","2020-03-23 12:39:00","samsung is the best","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugwh4fm55EG6OwD-6h14AaABAg"
"UgwLxvtdyPkZjKtQRTR4AaABAg","natan live giminig","https://www.youtube.com/channel/UCoEhfmj9QGW1u2ekjQ57XTw","true","2020-03-23 12:39:00","1","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwLxvtdyPkZjKtQRTR4AaABAg"
"Ugx_Y8oen0S4NzH86JV4AaABAg","yayoink dab","https://www.youtube.com/channel/UCsWWobZ7LbeTN3YZ3KQKVfQ","true","2020-03-23 12:39:00","20th","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugx_Y8oen0S4NzH86JV4AaABAg"
"UgySiO8e0x5xe7oWktN4AaABAg","Drago Usman","https://www.youtube.com/channel/UCzSzRf3GBaEd5YE8IfDFNkQ","true","2020-03-23 12:39:00","Firstly big fan plz heart and like","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgySiO8e0x5xe7oWktN4AaABAg"
"UgyRiOWd6uomiUk3z0d4AaABAg","Nikhil Jugthaw","https://www.youtube.com/channel/UCzycMWJJVrVXPmVD6YwpM0w","true","2020-03-23 12:39:00","🌝","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyRiOWd6uomiUk3z0d4AaABAg"
"UgwC9UBSjNh8lNKfmYB4AaABAg","ManyStraxGT","https://www.youtube.com/channel/UCFTEhi4cXWyRCQnvqdsVSZg","true","2020-03-23 12:39:00","good job","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwC9UBSjNh8lNKfmYB4AaABAg"
"Ugw3LEqESZP2No4F8tl4AaABAg","Michel Halak","https://www.youtube.com/channel/UCefcf97sbMz93lVLrX6NHBw","true","2020-03-23 12:39:00","1","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugw3LEqESZP2No4F8tl4AaABAg"
"UgzluuWZ60zciJOOL4d4AaABAg","fine ass","https://www.youtube.com/channel/UCrcEOlQWVmUX0ixkytT2xag","true","2020-03-23 12:39:00","looks too expensive for me tho ill maybe skip this one","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgzluuWZ60zciJOOL4d4AaABAg"
"UgzxXK2_08iurhshujR4AaABAg","Julian Król","https://www.youtube.com/channel/UCR7171zgnOQOpANsdnCgx9g","true","2020-03-23 12:39:00","Wow","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgzxXK2_08iurhshujR4AaABAg"
"UgwoRdDUJLOLiNas6zN4AaABAg","official lyrics","https://www.youtube.com/channel/UCmbHn4oEKX3gBU6pXLtnLbQ","true","2020-03-23 12:39:00","😍😍😍😍","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwoRdDUJLOLiNas6zN4AaABAg"
"UgzoXxEn4nGzWqi5XE54AaABAg","joter twój babcia szatan.","https://www.youtube.com/channel/UC3kbhdrqxL8WkGxlHUdWmFw","true","2020-03-23 12:39:00","Ye cool","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgzoXxEn4nGzWqi5XE54AaABAg"
"UgyTkb2_3MeJQZNJ2Tl4AaABAg","Liza","https://www.youtube.com/channel/UCS7MEvg54TRw85o1wYwHTxA","true","2020-03-23 12:39:00","1","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyTkb2_3MeJQZNJ2Tl4AaABAg"
"Ugwxjl9MTL7Xf_dZgpF4AaABAg","ابومحمد تبريد","https://www.youtube.com/channel/UCBqgcqJb03zxyIia7neCWzQ","true","2020-03-23 12:39:00","WOW","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugwxjl9MTL7Xf_dZgpF4AaABAg"
"UgynhbRI2aHghM_4Kwd4AaABAg","Abhijeet Jha","https://www.youtube.com/channel/UCN3eorIekF5tvG22OWBP5aA","true","2020-03-23 12:39:00","Innovation!","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgynhbRI2aHghM_4Kwd4AaABAg"
"Ugya158a8F0ZNGrDfaB4AaABAg","rupesh padrat","https://www.youtube.com/channel/UCwtstQCYZTrocscVYcmcSXw","true","2020-03-23 12:39:00","Nice mobile for Samsung 😍😍😍","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugya158a8F0ZNGrDfaB4AaABAg"
"Ugw0vUw40kL2PA26dT14AaABAg","BΛD VIBΞZ MUSIC","https://www.youtube.com/channel/UCI14HJ7C9KmBlb_Yf_Ysfrw","true","2020-03-23 12:39:00","Samsung supporter forever","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugw0vUw40kL2PA26dT14AaABAg"
"UgxT2HveddKNY-6iXFR4AaABAg","Rohan05X A","https://www.youtube.com/channel/UCZQelE-4LUQ7OsA6Pdaq23g","true","2020-03-23 12:39:00","Hii there😀","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxT2HveddKNY-6iXFR4AaABAg"
"UgzMOAcFOYPiYk1mqy54AaABAg","Modern Creator","https://www.youtube.com/channel/UC8by99_oadli1v-R4TctFzQ","true","2020-03-23 12:39:00","First again","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgzMOAcFOYPiYk1mqy54AaABAg"
"UgxlsVoOTzVU0VMvYe94AaABAg","SHIPPING EXPLORE","https://www.youtube.com/channel/UCgn3Avtrrdbu8xw6PQ5QR3g","true","2020-03-23 12:39:00","Nice one","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxlsVoOTzVU0VMvYe94AaABAg"
"UgztiFgAM28JDskMl_J4AaABAg","Shihab Mridha","https://www.youtube.com/channel/UC39j-hZxEbDC6YxUs0_PvOA","true","2020-03-23 12:39:00","Wow😍","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgztiFgAM28JDskMl_J4AaABAg"
"Ugx8yB5wAumBO5-Z3-B4AaABAg","Lazar Oroz","https://www.youtube.com/channel/UC1ajLyixjXNYIPIOOkekkiQ","true","2020-03-23 12:39:00","Nice as always!","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugx8yB5wAumBO5-Z3-B4AaABAg"
"UgyMTpTKGUn2exiKhjB4AaABAg","mohamed best","https://www.youtube.com/channel/UC5QabB87PHZvGtL_1VNbAuA","true","2020-03-23 12:39:00","Samsung best","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyMTpTKGUn2exiKhjB4AaABAg"
"UgxCXFK7vCO-TxT736x4AaABAg","General Kaboom","https://www.youtube.com/channel/UCVfcnzbQM0rw_oCLu5Ue-tA","true","2020-03-23 12:39:00","The beginning of the song was cringy af!","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxCXFK7vCO-TxT736x4AaABAg"
"Ugw7IMqnFgVXuO6uAId4AaABAg","Aranas DMR","https://www.youtube.com/channel/UCC0UTEpcuHD8-l-roDRL0xw","true","2020-03-23 12:39:00","Sesxi","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugw7IMqnFgVXuO6uAId4AaABAg"
"UgyFfoQiuHnk7IDW_6J4AaABAg","Nanami Setsuko","https://www.youtube.com/channel/UC48H2QI9jqHqKlkJp3zG00A","true","2020-03-23 12:39:00","I am not feeling it.","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyFfoQiuHnk7IDW_6J4AaABAg"
"UgzAMPZxQHwdPe_5MQN4AaABAg","Jorge Aguilar","https://www.youtube.com/channel/UCYxdmsbLIbWUp4R-AXJtwYQ","true","2020-03-23 12:39:00","Yup! I want one. also First!","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgzAMPZxQHwdPe_5MQN4AaABAg"
"UgyxXZYv-mz6EAcHMvd4AaABAg","Karam Ali","https://www.youtube.com/channel/UCp6gVljpLbPoIXv-59IPcpg","true","2020-03-23 12:39:00","This phone looks amazing 👍📱","13","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyxXZYv-mz6EAcHMvd4AaABAg"
"Ugxu-PuC4cophoXGZE54AaABAg","Ahmar Rauf","https://www.youtube.com/channel/UC0fJ8FAD_wnk7sfkbPblxYQ","true","2020-03-23 12:39:00","🎭","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugxu-PuC4cophoXGZE54AaABAg"
"UgxDm1ODad8ddQCeMVF4AaABAg","Tzwac dastag","https://www.youtube.com/channel/UCaSAhN17LMRMK2OHckR8RSg","true","2020-03-23 12:39:00","Hello, Any Apple Fan out here","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxDm1ODad8ddQCeMVF4AaABAg"
"UgyT-qlISSw8VXHPLM54AaABAg","Ali Khan","https://www.youtube.com/channel/UC12CF3QW3I48eFORcjcI3tw","true","2020-03-23 12:39:00","First","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyT-qlISSw8VXHPLM54AaABAg"
"UgyD4V82SfESXLBGrpd4AaABAg","Aminul Islam Nahin","https://www.youtube.com/channel/UCqY1t3twQpAvz2cOLqEsvtA","true","2020-03-23 12:39:00","😍😍😍","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyD4V82SfESXLBGrpd4AaABAg"
"UgyJji_OgdG24b8pD2V4AaABAg","Mr Vlogger","https://www.youtube.com/channel/UC5aCvGWdMKZMO3itZxg4Lyw","true","2020-03-23 12:39:00","I m full video on galaxy z flip c k","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyJji_OgdG24b8pD2V4AaABAg"
"Ugw8-WQgRVw7q6QgZ854AaABAg","Arvitopia","https://www.youtube.com/channel/UCUQJw9wJzxVupyn0O_GIOcQ","true","2020-03-23 12:39:00","Its good","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugw8-WQgRVw7q6QgZ854AaABAg"
"UgwS6ySOilKl1eXOSeV4AaABAg","Joshua Pascagaza","https://www.youtube.com/channel/UCC6IRas0uZGxnjOXRQmBWJg","true","2020-03-23 12:39:00","New galaxy S","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwS6ySOilKl1eXOSeV4AaABAg"
"UgxTjPW9FZCinnmSvON4AaABAg","SHIPPING EXPLORE","https://www.youtube.com/channel/UCgn3Avtrrdbu8xw6PQ5QR3g","true","2020-03-23 12:39:00","Good one","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxTjPW9FZCinnmSvON4AaABAg"
"UgyiW_XB9UWG4WS-Jcp4AaABAg","Tytus Ciężki","https://www.youtube.com/channel/UCP1Yb-rBYdCiSm_Q84DajOA","true","2020-03-23 12:39:00","Third","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyiW_XB9UWG4WS-Jcp4AaABAg"
"UgwlZWQ__Tn8yO6apfN4AaABAg","Sarib Khan","https://www.youtube.com/channel/UCA6Gz6kcG2k4ItzTvyV4gMA","true","2020-03-23 12:39:00","Samsung has just unleashed Monsters today🦅🦅","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwlZWQ__Tn8yO6apfN4AaABAg"
"UgzdjuK3VjkyDyUB1dJ4AaABAg","official lyrics","https://www.youtube.com/channel/UCmbHn4oEKX3gBU6pXLtnLbQ","true","2020-03-23 12:39:00","Amazing","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgzdjuK3VjkyDyUB1dJ4AaABAg"
"UgxHTeDrE1K9WcF-T9l4AaABAg","Ujjwal Ghimire","https://www.youtube.com/channel/UCwdNq9jyu1-12wHrptAZF4w","true","2020-03-23 12:39:00","SAMSUNG shapes the future.😍","39","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxHTeDrE1K9WcF-T9l4AaABAg"
"UgywCzJgtjbSYV1tfEJ4AaABAg","smile","https://www.youtube.com/channel/UCnB8R9Zi4iE2H9gXYOM-z6g","true","2020-03-23 12:39:00","Noiceous","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgywCzJgtjbSYV1tfEJ4AaABAg"
"UgzKhIaUywdgPRIE77p4AaABAg","Alpha White","https://www.youtube.com/channel/UCeVX-djVorxStJwqhIazPbQ","true","2020-03-23 12:39:00","First","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgzKhIaUywdgPRIE77p4AaABAg"
"Ugx_gxV9dSUIYA1f-i54AaABAg","General Kaboom","https://www.youtube.com/channel/UCVfcnzbQM0rw_oCLu5Ue-tA","true","2020-03-23 12:39:00","*""GODSPEED""*","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugx_gxV9dSUIYA1f-i54AaABAg"
"UgxRrLv76xtEkUkv8T14AaABAg","Febriano 224","https://www.youtube.com/channel/UC-eOrFf_45gbPMF6TqLPF0g","true","2020-03-23 12:39:00","First","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxRrLv76xtEkUkv8T14AaABAg"
"Ugy9hduY4rJt2KXxwI94AaABAg","HYDRA GAMING","https://www.youtube.com/channel/UClnkaKHd0jaBilVbzXmlb4w","true","2020-03-23 12:39:00","Samsung is my life","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugy9hduY4rJt2KXxwI94AaABAg"
"Ugz9s6tWPY98mW460294AaABAg","Raven claw","https://www.youtube.com/channel/UCMSl36iO7O0ka6HXSXBbH5w","true","2020-03-23 12:39:00","Galaxy z,,  huh","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugz9s6tWPY98mW460294AaABAg"
"UgwfHgTRstbg3igZ4754AaABAg","the king","https://www.youtube.com/channel/UCcAgoyucEbND_tdYewNA75g","true","2020-03-23 12:39:00","ههههه","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwfHgTRstbg3igZ4754AaABAg"
"UgxddKongpW_CHQ3znF4AaABAg","Fabian Zuniga","https://www.youtube.com/channel/UCA5hWZMzcPvv8tMCkFxztAQ","true","2020-03-23 12:39:00","Yessss","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxddKongpW_CHQ3znF4AaABAg"
"UgzeyuOarwWMLNPPPBV4AaABAg","ABDUL RHMAN","https://www.youtube.com/channel/UCwjydgRTCbTg98k1l5BtFFw","true","2020-03-23 12:39:00","So good","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgzeyuOarwWMLNPPPBV4AaABAg"
"Ugx0nbz0B6S2sadSCwV4AaABAg","_187_for_life_ 420_","https://www.youtube.com/channel/UCS6y86F7GaONs3fmKAqvj7w","true","2020-03-23 12:39:00","8.","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugx0nbz0B6S2sadSCwV4AaABAg"
"Ugz5or95AsX_9SUhsg14AaABAg","joter twój babcia szatan.","https://www.youtube.com/channel/UC3kbhdrqxL8WkGxlHUdWmFw","true","2020-03-23 12:39:00","Still too pricey for me tho","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugz5or95AsX_9SUhsg14AaABAg"
"UgxuWQZWojsxFhMApip4AaABAg","니애미","https://www.youtube.com/channel/UCL7-ptjdvlM2kSNKhJecMlA","true","2020-03-23 12:39:00","국뽕","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxuWQZWojsxFhMApip4AaABAg"
"UgzIA9X6bgk2op-oaIN4AaABAg","Mohammed Munawar","https://www.youtube.com/channel/UCxJtl7SbWPbBK-hAWrv8x0g","true","2020-03-23 12:39:00","I will be buying this phone! 😍😍","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgzIA9X6bgk2op-oaIN4AaABAg"
"UgwlXn3zeo-Wxhk6y_B4AaABAg","Naelo Mbonu","https://www.youtube.com/channel/UC4HcvL5R8ZUUbTBXAhnHGnQ","true","2020-03-23 12:39:00","The voice over I'M WHEEZING","91","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwlXn3zeo-Wxhk6y_B4AaABAg"
"UgzqKS6mFBBuSzXVNix4AaABAg","Lucas Larraín","https://www.youtube.com/channel/UC_BfTdx3YW0cHyJ8Z17xjHg","true","2020-03-23 12:39:00","WOW","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgzqKS6mFBBuSzXVNix4AaABAg"
"UgwsfdYhrEWkruHP1Wl4AaABAg","Repulsive","https://www.youtube.com/channel/UCRsOm_wfTEIev6RR5DlNCNg","true","2020-03-23 12:39:00","First","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwsfdYhrEWkruHP1Wl4AaABAg"
"UgyT7fOoZYSe_28uhvF4AaABAg","Abdul","https://www.youtube.com/channel/UCnc4jKhA8g6QJck1b2faqZQ","true","2020-03-23 12:39:00","Uno dei primi","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyT7fOoZYSe_28uhvF4AaABAg"
"UgydyRWhdTukfDqscvt4AaABAg","Tzwac dastag","https://www.youtube.com/channel/UCaSAhN17LMRMK2OHckR8RSg","true","2020-03-23 12:39:00","Any Apple Jokes","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgydyRWhdTukfDqscvt4AaABAg"
"UgyP3TjfZkhQTvvEshh4AaABAg","Нападающий Биби","https://www.youtube.com/channel/UCoXXHTYuvtJTnb0gbbUF6Cw","true","2020-03-23 12:39:00","It a like cosmetic XD","6","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyP3TjfZkhQTvvEshh4AaABAg"
"UgyqhZl1tRjCO8sLWft4AaABAg","Kofi Agyare","https://www.youtube.com/channel/UCgrBUKVvD_r5K3W8G9yoncQ","true","2020-03-23 12:39:00","Second","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgyqhZl1tRjCO8sLWft4AaABAg"
"Ugy5sye2UH3t9ank5Px4AaABAg","Grosu Emilian","https://www.youtube.com/channel/UCd3XZZzZ8XVOU0c9NaGU9xA","true","2020-03-23 12:39:00","Wow . Perfect smart phone","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugy5sye2UH3t9ank5Px4AaABAg"
"Ugy5Sh1MQWj82PwFIEp4AaABAg","YOUSSEF THE BEST","https://www.youtube.com/channel/UCdxe-oJu9-fy6m4-resfctQ","true","2020-03-23 12:39:00","1st comment 2nd view does not mean any thing","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=Ugy5Sh1MQWj82PwFIEp4AaABAg"
"UgxFmDOwZ6n-EflRO6F4AaABAg","Mark Jordan","https://www.youtube.com/channel/UCZ0P60N2x_xfT1-nXERVtiw","true","2020-03-23 12:39:00","En serio...","0","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgxFmDOwZ6n-EflRO6F4AaABAg"
"UgwGRhVc2IJEt8C_Ujp4AaABAg","BSR YT","https://www.youtube.com/channel/UCJyp-SN-_Zcg3fjM2nO4eeA","true","2020-03-23 12:39:00","Wow","1","https://www.youtube.com/watch?v=UVxyXzaCI34&lc=UgwGRhVc2IJEt8C_Ujp4AaABAg"
